Raza,Foto,Acerca de,Especificidades de la raza,Información clave,Tamaño
Dachsbracke de los Alpes,https://cdn.royalcanin-weshare-online.io/_yLQxWoBaxEApS7LcRt3/v1/bd123bl-hub-alpine-dachsbracke-adult-standing?w=320&fm=jpg&auto=compress,"Los Dachsbracke de los Alpes son perros robustos y resistentes que se utilizan para rastrear animales de caza ungulados heridos o como sabueso para buscar liebres y zorros en las montañas.  Estos perros tranquilos y seguros, que raramente se enfadan, tienen un carácter afable y están siempre en alerta. Estos perros de caza son fuertes, tienen patas cortas y una estructura robusta, con huesos bien desarrollados y musculatura firme. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Austria Categoría de tamaño: Mediano Esperanza de vida promedio: 12–14 años Personalidad: Seguro / Afable / Inteligente, - Paciente con niños y otros animales - Necesita mucho ejercicio - Requiere cuidados mínimos,M (11-25 kg)
Dóberman,https://www.royalcanin.com/es/-/media/dog_cat_illustrations_grey-01.png?rev=af74c8185dca48b89bb905ba394b8eaa&w=320&fm=jpg&auto=compress,"Los dóbermans son perros fuertes de tamaño mediano. Orgulloso y equilibrado, el dóberman tiene una expresión obstinada.  Es un perro afable y tranquilo, entregado a su familia, a menudo valiente, muy seguro y equilibrado, que presta mucha atención a todo lo que sucede a su alrededor.  Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Alemania Categoría de tamaño: Mediano Esperanza de vida promedio: 10–12 años Personalidad: Afable / Tranquilo / Leal / Alerta / Trabajador / Fuerte / Seguro / Sociable / Equilibrado, - Dócil con los niños - Un gran perro guardián - Requiere espacio exterior,M (11-25 kg)
Drever,https://cdn.royalcanin-weshare-online.io/wSJ8wWoBaxEApS7Lmhse/v1/bd182bl-hub-drever-adult-standing?w=320&fm=jpg&auto=compress,"Los Sabuesos de Westfalia se importaron a Suecia y Dinamarca hacia 1910, y allí se cruzaron con perros de caza locales, algunos de ellos parecidos a los Teckels. Aparecieron así en Suecia los antepasados del Drever, que alcanzaron una gran reputación como perros de caza. El Drever es el perro preferido para la caza de ciervos, pero también es muy fiable para la caza de liebres y zorros. Tiene todo lo que debe tener un perro de rastreo. En definitiva, tiene un carácter equilibrado, sin ningún indicio de agresividad, ni de timidez o de nerviosismo Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Suecia Categoría de tamaño: Mediano Esperanza de vida promedio: 12–14 años Personalidad: Equilibrado / Alerta / Seguro / Inteligente / Fuerte / Tranquilo, - Requiere cuidados mínimos - Necesita ejercicio moderado - La educación deberá comenzar pronto,M (11-25 kg)
Eurasier,https://cdn.royalcanin-weshare-online.io/uyJ6wWoBaxEApS7LlBte/v1/bd188bl-hub-eurasian-adult-standing?w=320&fm=jpg&auto=compress,"De porte altiva, tranquilos y equilibrados, los Eurasier son compañeros guardianes que ladran poco y no se irritan con facilidad. Sienten mucho apego por su familia y no hacen excesivo caso a los extraños, aunque carecen por completo del instinto de caza. Por esta razón, no son buenos como perros guardianes. Por su predisposición y sensibilidad al refuerzo positivo, son unos perros estupendos para los propietarios novatos. Aunque son un poco ruidosos cuando juegan, son afables y pacientes, por lo que son una gran mascota tanto para los niños pequeños como para los adultos. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Alemania Categoría de tamaño: Mediano Esperanza de vida promedio: 12–14 años Personalidad: Seguro / Tranquilo / Equilibrado / Fuerte / Alerta / Leal, - Necesita poco entrenamiento - Adecuado para propietarios primerizos - Requiere muchos cuidados,M (11-25 kg)
Field spaniel,https://cdn.royalcanin-weshare-online.io/viJ7wWoBaxEApS7LfRtm/v1/bd189bl-hub-field-spaniel-adult-sitting?w=320&fm=jpg&auto=compress,"Estos perros perdigueros por naturaleza, con tan buen olfato, dan siempre el máximo de sí mismos, incluso en terrenos difíciles, aprovechando toda su inteligencia y versatilidad. A los field spaniel les encantan los espacios abiertos; la vida urbana no es para ellos, y es en el campo donde son maravillosos compañeros. También son perros de caza ideales,  Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Reino Unido Categoría de tamaño: Mediano Esperanza de vida promedio: 10–12 años Personalidad: Equilibrado / Alegre / Tranquilo / Tímido / Independiente, - Requiere muchos cuidados - Un gran perro para una familia,M (11-25 kg)
Foxhound Americano,https://cdn.royalcanin-weshare-online.io/7iLIxWoBaxEApS7LxhuU/v5/bd125bl-hub-american-foxhound-adult-standing?w=320&fm=jpg&auto=compress,"Estos perros de exterior son inmejorables para la caza, que suelen practicar en manada. Fue el mismísimo George Washington quien los promovió. A fines del siglo XVIII, importó distintos perros de caza de Gran Bretaña, así como algunos perros franceses criados por el marqués de Lafayette, y así sentó las bases de la raza. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Estados Unidos Categoría de tamaño: Mediano Esperanza de vida promedio: 10–13 años Personalidad: Cariñoso / Seguro / Fuerte / Independiente / Inteligente / Leal / Sociable, - Requiere espacio exterior - Requiere cuidados mínimos - Necesita mucho ejercicio,M (11-25 kg)
Gascón Saintongeois,https://cdn.royalcanin-weshare-online.io/BfpvwWoBIYfdNSoCchmg/v1/bd197bl-hub-gascon-saintongeois-adult-standing?w=320&fm=jpg&auto=compress,"En su variante grande, es un perro de buena complexión, gran elegancia y mucha fuerza. En cuanto a cabeza, color y expresión responde al tipo típicamente francés. En su variante pequeña, es un perro distinguido y bien proporcionado, de tamaño mediano. Sabueso con instinto de jauría, el Gascón Saintongeois es un animal emprendedor con un sentido del olfato agudo y al que le gusta lamerlo todo. Tranquilo y cariñoso, obedece órdenes sin ningún problema. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Francia Categoría de tamaño: Mediano Esperanza de vida promedio: 12–14 años Personalidad: Obstinado / Tranquilo / Cariñoso / Obediente, - Requiere cuidados mínimos - Disfruta del entrenamiento - Necesita mucho ejercicio,M (11-25 kg)
Gran Basset Grifón Vendeano,https://www.royalcanin.com/es/-/media/dog_cat_illustrations_grey-01.png?rev=af74c8185dca48b89bb905ba394b8eaa&w=320&fm=jpg&auto=compress,"El Gran Basset Grifón Vendeano es un cazador valiente que adora las zarzas y los matorrales y es rápido y entusiasta durante la caza. Si bien pueden ser un poco traviesos, siempre tienen un buen comportamiento.  Su propietario necesita tomar el mando. Tenaces, valientes y un poco testarudos, necesitan que se les eduque para seguir órdenes desde una edad muy temprana. No guardan rencor si, durante el periodo de edcuación, se les reprende. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Francia Categoría de tamaño: Mediano Esperanza de vida promedio: 12–14 años Personalidad: Alegre / Cariñoso / Alerta / Seguro / Entusiasta / Independiente, - Requiere espacio exterior - Necesita cuidados moderados - Paciente con niños y otros animales,M (11-25 kg)
Grifón azul de Gascuña,https://www.royalcanin.com/es/-/media/dog_cat_illustrations_grey-01.png?rev=af74c8185dca48b89bb905ba394b8eaa&w=320&fm=jpg&auto=compress,"Los grifones azules de Gascuña son perros con morro fino y buena voz que muestran una gran diligencia en la caza, así como agudeza y espíritu emprendedor. Se mantienen alerta, tal vez incluso casi a punto de saltar, pero siempre cariñosos. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Francia Categoría de tamaño: Mediano Esperanza de vida promedio: 10–12 años Personalidad: Cariñoso / Alerta / Equilibrado, - Paciente con niños y otros animales - Requiere espacio exterior - Requiere cuidados mínimos,M (11-25 kg)
Grifón de muestra de pelo duro,https://cdn.royalcanin-weshare-online.io/ZvrDsmoBIYfdNSoCKBjB/v1/bd327bl-hub-wire-haired-pointing-griffon-korthals-adult-sitting?w=320&fm=jpg&auto=compress,"El grifón de muestra de pelo duro es un cazador excelente que está muy unido a sus dueños y a su territorio el cual guarda con dedicación. Este perro orgulloso es muy dócil con los niños. Estos perros vigorosos y resistentes de tamaño mediano y forma rectangular tienen los ojos de color amarillo oscuro o marrón sin cejas prominentes, pero con un bigote y una barba que les dan una expresión de seguridad. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Francia Categoría de tamaño: Mediano Esperanza de vida promedio: 10–14 años Personalidad: Cariñoso / Seguro / Alerta / Independiente / Dócil / Inteligente / Leal / Obediente / Tranquilo / Equilibrado / Fuerte, - Requiere espacio exterior - Necesita cuidados moderados - Necesita mucho ejercicio,M (11-25 kg)
Grifón de muestra eslovaco de pelo duro,https://cdn.royalcanin-weshare-online.io/tWnlsmoBG95Xk-RBJfaU/v1/bd300bl-hub-wirehaired-slovakian-pointer-adult-standing?w=320&fm=jpg&auto=compress,"Los Grifones de muestra eslovacos de pelo duro son perros particularmente resistentes, fuertes y versátiles, que pueden trabajar tanto en llanuras como en bosques o en el agua, buscando y recuperando a las presas heridas. Estos perros son obedientes y fáciles de adiestrar. Los Grifones de muestra eslovacos de pelo duro son perros de trabajo eficientes de fuerza moderada y constitución noble. El color base de su ondulado pelaje es el gris. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Eslovaquia Categoría de tamaño: Mediano Esperanza de vida promedio: 9–15 años Personalidad: Cariñoso / Seguro / Alerta / Independiente / Dócil / Inteligente / Leal / Obediente / Tranquilo / Equilibrado / Fuerte, - Disfruta del entrenamiento - Requiere espacio exterior - Necesita cuidados moderados,M (11-25 kg)
Grifón leonado de Bretaña,https://cdn.royalcanin-weshare-online.io/kWnNsmoBG95Xk-RBj_YH/v1/bd211bl-hub-fawn-brittany-griffon-adult-sitting?w=320&fm=jpg&auto=compress,"En la caza, esta raza muestra valentía, voluntad, tenacidad y habilidad. El grifón leonado de Bretaña es un perro eficiente y trabajador, pero también es capaz de vengarse. Aunque puede ser independiente e y posee un gran instinto para la caza, disfruta del entrenamiento. Si se lleva correctamente, es un perro obediente que forma fuertes vínculos con sus compañeros humanos. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Francia Categoría de tamaño: Mediano Esperanza de vida promedio: 11–14 años Personalidad: Cariñoso / Sociable / Equilibrado, - Necesita cuidados moderados - Disfruta del entrenamiento - Requiere espacio exterior,M (11-25 kg)
Grifón nivernais,https://cdn.royalcanin-weshare-online.io/kmnNsmoBG95Xk-RBuvYe/v1/bd212bl-hub-griffon-nivernais-adult-standing?w=320&fm=jpg&auto=compress,"El grifón nivernais es un cazador excepcional. Su valentía y su iniciativa son muy prácticas en pequeñas manadas para la caza del jabalí, al cual es fácil enseñar a rastrear. Sin embargo, estos perros pueden ser un poco testarudos e independientes, por lo que es necesario trabajar en su educación desde una edad muy temprana. El grifón nivernais tiene un pelaje enmarañado y una barba muy característicos. Es un compañero particularmente afable, una raza muy fuerte y robusta, con piernas limpias y músculos construidos para la resistencia más que para la velocidad. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Francia Categoría de tamaño: Mediano Esperanza de vida promedio: 12–14 años Personalidad: Seguro / Independiente, - Necesita cuidados moderados - Entrenar la obediencia es esencial,M (11-25 kg)
Harrier,https://cdn.royalcanin-weshare-online.io/MiLfHWsBaxEApS7LMB0J/v1/bd71bl-hub-harrier-adult-sitting?w=320&fm=jpg&auto=compress,"Los Harriers poseen una gran personalidad, y por su naturaleza segura son apreciados como cazadores, capaces de capturar cualquier especie, desde liebres hasta zorros, gracias a su velocidad y su fino olfato. son conocidos por cazar presas grandes, como jabalíes ó corzos.  Estos perros son afables y sociables y se crían para cazar con otros perros, por lo cual se adaptan fácilmente a hogares con otros animales. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Reino Unido Categoría de tamaño: Mediano Esperanza de vida promedio: 10–12 años Personalidad: Alegre / Obediente, - Necesita poco entrenamiento - Necesita mucho ejercicio - Requiere espacio exterior,M (11-25 kg)
Hokkaido,https://cdn.royalcanin-weshare-online.io/1Ppb-WYBIYfdNSoC8wlp/v1/dog-illustrations-grey-01?w=320&fm=jpg&auto=compress,"El hokkaido es un perro robusto, leal, tranquilo y siempre en alerta. Estos perros son muy inteligentes que con una socialización adecuada, se convierten en compañeros afables y seguros para la familia. Aunque es extremadamente raro fuera de Japón, el club de la raza registra entre 900 y 1000 hokkaidos al año. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Japón Categoría de tamaño: Mediano Esperanza de vida promedio: 11–13 años Personalidad: Fuerte / Leal / Tranquilo / Alerta / Seguro / Inteligente, - Un gran perro guardián - Un gran perro para una familia - Necesita poco entrenamiento,M (11-25 kg)
Husky siberiano,https://cdn.royalcanin-weshare-online.io/EiIOHWsBaxEApS7Llh3O/v1/bd11bl-hub-siberian-husky-adult-standing?w=320&fm=jpg&auto=compress,"El Husky siberiano es un perro sociable y con un temperamento dócil, que está siempre alerta . A pesar de su tamaño y aspecto, no es agresivo con otros perros o con las personas si está bien educado y socializado.  La inteligencia, la tranquilidad y el deseo de complacer del Husky siberiano le convierten en valiosos compañeros y trabajadores serviciales. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Estados Unidos Categoría de tamaño: Mediano Esperanza de vida promedio: 11–13 años Personalidad: Afable / Dócil / Alerta / Seguro / Inteligente / Entusiasta / Equilibrado / Trabajador / Independiente, - Disfruta del entrenamiento - Necesita mucho ejercicio - Requiere espacio exterior,M (11-25 kg)
Jindo Coreano,https://cdn.royalcanin-weshare-online.io/h_rVsmoBIYfdNSoCbxi7/v1/bd237bl-hub-korean-jindo-dog-adult-standing?w=320&fm=jpg&auto=compress,"Los Jindo Coreanos tienen un instinto de caza muy desarrollado y un sentido innato de la orientación. Atrevidos, valientes, siempre alerta, atentos y apasionados, no se les provoca fácilmente. Las orejas erguidas y la cola enrollada o en forma de hoz les confieren una expresión vital de agilidad, fuerza y vigilancia, y una gran presencia. En general, no se lleva muy bien con otros animales, especialmente los machos, pero son increíblemente leales a su compañero humano. Reconocen a un solo propietario, y, aunque no tienen muchos problemas para aceptar a uno nuevo, nunca olvidarán su apego al primer propietario que tuvieron de cachorros. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Corea Categoría de tamaño: Mediano Esperanza de vida promedio: 12–15 años Personalidad: Seguro / Alerta / Leal / Seguro, - Necesita mucho ejercicio - Necesita un entrenamiento moderado - Gran compañero,M (11-25 kg)
Kai,https://cdn.royalcanin-weshare-online.io/nGnTsmoBG95Xk-RB6_bK/v1/bd232bl-hub-kai-adult-standing?w=320&fm=jpg&auto=compress,"Los kais son perros entusiastas, siempre en alerta. Estos perros, que siempre se han utilizado como perros de caza, aprenden rápido y establecen fuertes vínculos con sus familias humanas, siendo excelentes compañeros para todos. Tienen tendencia a formar manadas, lo cual se considera una de las razones por las que la raza ha mantenido su pureza. Su pelaje atigrado es una de sus características distintivas. Los kais fueron declarados Monumento Natural en 1934. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Japón Categoría de tamaño: Mediano Esperanza de vida promedio: 14–16 años Personalidad: Alerta / Seguro / Afable / Inteligente / Leal / Equilibrado, - Requiere espacio exterior - Necesita poco entrenamiento - Un gran perro para una familia,M (11-25 kg)
Kelpie Australiano,https://cdn.royalcanin-weshare-online.io/-CLMxWoBaxEApS7Ldhvc/v1/bd131bl-hub-australian-kelpie-adult-standing?w=320&fm=jpg&auto=compress,"El Kelpie Australiano es un perro ágil y activo, con un tono muscular y una flexibilidad notables. Es todo lo contrario a un perro débil y delicado. Especialista en el agrupamiento de grandes rebaños de ganado, el Kelpie ejerce su labor con rigor y entusiasmo, lo que explica su legendaria reputación entre los australianos. La mayoría son de color negro, pero los hay de muchos colores distintos. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Australia Categoría de tamaño: Mediano Esperanza de vida promedio: 12–14 años Personalidad: Alegre / Alerta / Entusiasta / Inteligente / Leal / Trabajador, - Requiere cuidados mínimos,M (11-25 kg)
Kerry Blue Terrier,https://cdn.royalcanin-weshare-online.io/nmnUsmoBG95Xk-RBUfaF/v1/bd234bl-hub-kerry-blue-terrier-adult-standing?w=320&fm=jpg&auto=compress,"En un principio, sus antepasados se utilizaban para atacar a las nutrias en aguas profundas, ahuyentar a los tejones y cazar ratas Los Kerry Blue Terriers tienen un cuerpo erguido y bien proporcionado. Desde su aspecto elegante hasta la extraordinaria flexibilidad de sus movimientos, los Kerry Blues son típicos terriers . Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Irlanda Categoría de tamaño: Mediano Esperanza de vida promedio: 12–15 años Personalidad: Leal / Alerta / Entusiasta, - Requiere muchos cuidados - Un gran perro guardián - Necesita poco entrenamiento,M (11-25 kg)
Kishu,https://cdn.royalcanin-weshare-online.io/n2nUsmoBG95Xk-RBhPag/v1/bd235bl-hub-kishu-adult-standing?w=320&fm=jpg&auto=compress,"El Kishu es una raza de tamaño mediano, bien proporcionada, muy musculosa y de notable resistencia. Este perro noble, majestuoso y de gran instinto es leal, dócil y está siempre en alerta. Sus orejas son anchas y erectas y tiene la cola enrollada o en forma de hoz. Tiene una buena estructura ósea y constitución compacta y robusta. Actualmente, la mayoría de ejemplares tienen el pelaje blanco. Estos perros se utilizan para la caza; ahora principalmente de jabalíes, aunque tiempo atrás también de ciervos. La raza se llama Kishu por su lugar de origen. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Japón Categoría de tamaño: Mediano Esperanza de vida promedio: 11–13 años Personalidad: Alerta / Leal / Tranquilo, - Necesita cuidados moderados - Necesita mucho ejercicio - La educación deberá comenzar pronto,M (11-25 kg)
Kooikerhondje,https://cdn.royalcanin-weshare-online.io/oGnUsmoBG95Xk-RBuvZj/v1/bd236bl-hub-kooikerhondje-adult-standing?w=320&fm=jpg&auto=compress,"El kooikerhondje es un perro deportivo muy enérgico que todavía hoy se utiliza para la caza del pato. Tiene un hermoso pelaje brillante plumoso en colores llamativos Estos spaniels son alegres pero no ruidosos y son muy dependientes de las personas con las que conviven. Se caracterizan por su sociabilidad, amabilidad y están constatemente en alerta. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Países Bajos Categoría de tamaño: Mediano Esperanza de vida promedio: 12–14 años Personalidad: Tranquilo / Alegre / Ágil / Seguro / Cariñoso / Alerta / Tranquilo / Leal / Afable / Trabajador, - Requiere espacio exterior - Necesita cuidados moderados - Necesita poco entrenamiento,M (11-25 kg)
Kromfohrländer,https://www.royalcanin.com/es/-/media/dog_cat_illustrations_grey-01.png?rev=af74c8185dca48b89bb905ba394b8eaa&w=320&fm=jpg&auto=compress,"El Kromfohrländer es un perro familiar y de compañía fácil de entrenar que se adapta rápidamente a las circunstancias, pero se mantiene algo distante de los extraños. Hay dos variedades separadas, que se distinguen por el tipo de pelaje: pelaje duro o liso. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Alemania Categoría de tamaño: Mediano Esperanza de vida promedio: 10–15 años Personalidad: Alerta / Inteligente / Equilibrado / Adaptable / Tranquilo, - Un gran perro para una familia - Necesita cuidados moderados - Necesita ejercicio moderado,M (11-25 kg)
Lagotto romagnolo,https://cdn.royalcanin-weshare-online.io/oWnWsmoBG95Xk-RBKfYP/v1/bd239bl-hub-romagna-water-dog-adult-standing?w=320&fm=jpg&auto=compress,"Como ya no tiene instinto de caza, el olor de posibles piezas no le distrae de su trabajo. Los lagotto romagnolos son perros obedientes, poco exigentes, alerta y cariñosos que crecen muy apegados a su dueño y son fáciles de adiestrar. También son muy buenos perros de compañía, muy adecuados como guardianes. Su pelaje requiere un cuidado especial. La capa superior y especialmente la capa interna son impermeables y debe cortársele el pelo por completo al menos una vez al año. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Italia Categoría de tamaño: Mediano Esperanza de vida promedio: 15–17 años Personalidad: Trabajador / Independiente / Entusiasta / Cariñoso / Leal / Alerta, - Un gran perro guardián - Requiere muchos cuidados - Necesita poco entrenamiento,M (11-25 kg)
Laika del este siberiano,https://cdn.royalcanin-weshare-online.io/vSJ7wWoBaxEApS7LMhtb/v1/bd185bl-hub-east-siberian-laika-adult-standing?w=320&fm=jpg&auto=compress,"Esta raza rusa es una de las principales razas de caza de la región de la Taiga, así como de las zonas montañosas de Siberia central y oriental. Esta raza evolucionó a partir de perros de Tungus, Yakut, pre-Baikal y pre-Amur laikas. Las tres razas laika se crían para cazar presas grandes en Rusia central y septentrional. Los laikas del este siberiano son perros robustos y valientes, lo que, junto con su desconfianza natural, los convierte en excelentes perros guardianes, especialmente de noche. Si no se utilizan para la caza o como perros de trineo, es muy importante que hagan ejercicio muy a menudo. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Rusia Categoría de tamaño: Mediano Esperanza de vida promedio: 10–15 años Personalidad: Tranquilo / Tranquilo / Equilibrado / Alegre / Afable, - Gran compañero - Bueno con las personas - Disfruta del entrenamiento,M (11-25 kg)
Laika del Oeste Siberiano,https://cdn.royalcanin-weshare-online.io/afrEsmoBIYfdNSoCThgE/v1/bd323bl-hub-west-siberian-laika-adult-standing?w=320&fm=jpg&auto=compress,"Los perros Laika del Oeste Siberiano se crían principalmente para la caza en su Rusia natal. Estos versátiles animales también son buenos perros de pastoreo y de tiro. Son perros bien equilibrados y alegres. Los Laika del Oeste Siberiano pertenecen a la raza de caza predominante en Rusia y se extienden ampliamente en todas las áreas boscosas del país, desde Karelia hasta Kamchatka. La raza es especialmente popular en sus zonas nativas ó de origen. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Rusia Categoría de tamaño: Mediano Esperanza de vida promedio: 14–16 años Personalidad: Alegre / Seguro / Equilibrado / Alerta / Sensible / Seguro, - Requiere espacio exterior - Entrenar la obediencia es esencial - Un gran perro para una familia,M (11-25 kg)
Laika ruso-europeo,https://cdn.royalcanin-weshare-online.io/wGnqsmoBG95Xk-RB8vZI/v3/bd287bl-hub-russian-european-laika-adult-standing?w=320&fm=jpg&auto=compress,"Los laika ruso-europeo son perros robustos de tamaño mediano y líneas bien definidas con una estructura ósea sólida y músculos bien desarrollados. Desde los años 40 del pasado siglo se han criado para la caza, con cualidades complementarias a las otras dos razas Laika. La vida sedentaria no va con ellos; requieren mucho ejercicio diario para consumir su increíble energía. Por ello, esta raza se adapta mejor a propietarios activos que pasen mucho tiempo al aire libre. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Rusia Categoría de tamaño: Mediano Esperanza de vida promedio: 10–12 años Personalidad: Alerta / Independiente / Fuerte / Equilibrado, - Necesita mucho ejercicio - Requiere cuidados mínimos,M (11-25 kg)
Nova Scotia Duck Tolling Retriever,https://cdn.royalcanin-weshare-online.io/rmncsmoBG95Xk-RBc_ZB/v1/bd256bl-hub-nova-scotia-duck-tolling-retriever-adult-standing?w=320&fm=jpg&auto=compress,"Son nadadores fuertes y hábiles. Por naturaleza son perros de presa tenaces en tierra y en agua, listos para lanzarse a la acción en cualquier momento. La pasión por recuperar a las presas y por jugar son aspectos claves de su capacidad de trabajo. Son de complexión y musculatura bien proporcionada, de huesos relativamente pesados, pero muy ágiles, en alerta y voluntariosos. Muchos de estos perros tiene una expresión bastante triste, pero cuando trabajan, su apariencia cambia y se ven muy concentrados y emocionados. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Canadá Categoría de tamaño: Mediano Esperanza de vida promedio: 10–14 años Personalidad: Juguetón / Inteligente / Fuerte, - Requiere espacio exterior - Necesita poco entrenamiento - Necesita cuidados moderados,M (11-25 kg)
Pastor australiano,https://cdn.royalcanin-weshare-online.io/3Gk_HWsBG95Xk-RBFPhh/v1/bd27bl-hub-australian-shepherd-adult-standing?w=320&fm=jpg&auto=compress,"Los Pastores australianos son perros de trabajo inteligentes con fuerte instinto de pastoreo y vigilancia. Estos leales compañeros llenos de vitalidad, tienen resistencia para trabajar todo el día.  Son atentos, alegres y ágiles. Además, son perros equilibrados y de buen carácter, pudiendo ser un poco tímidos con los extraños, pero nunca muestran signos de agresividad. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Estados Unidos Categoría de tamaño: Mediano Esperanza de vida promedio: 12–15 años Personalidad: Alegre / Alerta / Ágil / Afable / Fuerte / Leal / Tranquilo, - Requiere espacio exterior - Un gran perro deportivo - Un gran perro para una familia,M (11-25 kg)
Pastor Australiano Stumpy Tail,https://cdn.royalcanin-weshare-online.io/qvovHWsBIYfdNSoCvBoi/v1/bd19bl-hub-australian-stumpy-taile-cattle-dog-adult-standing?w=320&fm=jpg&auto=compress,"Estos perros, bien proporcionados y de forma más bien cuadrada, son muy resistentes y pueden soportar largos períodos de arduo trabajo en casi cualquier condición.  Los Stumpy Tail son perros leales y valientes, y tienen un aptitud innata para el trabajo y el control del ganado. Siempre están en alerta y son obedientes y desconfiados con los extraños. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Australia Categoría de tamaño: Mediano Esperanza de vida promedio: 14–15 años Personalidad: Alerta / Independiente / Alegre / Inteligente / Leal / Obediente, - Entrenar la obediencia es esencial - Requiere cuidados mínimos,M (11-25 kg)
Pastor Belga,https://cdn.royalcanin-weshare-online.io/uPpDHWsBIYfdNSoC4BpC/v1/bd30bl-hub-belgian-shepherd-dog-adult-standing?w=320&fm=jpg&auto=compress,"El nombre Pastor Belga se utiliza para describir cuatro variedades distintas: el Groenendael y el Tervueren de pelo largo, el Malinois de pelo corto y el Laekenois de pelo duro.  Las cuatro variedades representan a animales de tamaño mediano y bien equilibrados que combinan elegancia y potencia con músculos esbeltos y fuertes. Son animales resistentes, acostumbrados a vivir al aire libre y hechos para soportar los caprichos del clima belga. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Bélgica Categoría de tamaño: Mediano Esperanza de vida promedio: 10–12 años Personalidad: Alerta / Alegre / Protector / Obstinado / Entusiasta / Seguro / Cariñoso / Tranquilo, - Un gran perro guardián - Necesita cuidados moderados - Requiere espacio exterior,M (11-25 kg)
Pastor Bergamasco,https://www.royalcanin.com/es/-/media/dog_cat_illustrations_grey-01.png?rev=af74c8185dca48b89bb905ba394b8eaa&w=320&fm=jpg&auto=compress,"Los Pastores Bergamascos son perros de tamaño mediano, fuertes pero muy bien proporcionados y de aspecto más bien modesto. Son magníficos perros guardianes y pastores de ovejas. Los pastores se crían para guiar y custodiar a las ovejas, por lo que no es de extrañar que tengan una disposición ejemplar, caracterizada por la vigilancia, la concentración y el equilibrio psicológico. Su capacidad de aprendizaje y determinación, junto con su moderación y paciencia, los convierten en extraordinarios compañeros y perros guardianes. Se adaptan a muchos trabajos diferentes y establecen un fuerte vínculo con las personas. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Italia Categoría de tamaño: Mediano Esperanza de vida promedio: 13–15 años Personalidad: Seguro / Afable / Independiente / Inteligente / Tranquilo, - Requiere espacio exterior - Requiere muchos cuidados - Un gran perro guardián,M (11-25 kg)
Pastor catalán,https://cdn.royalcanin-weshare-online.io/1CImxWoBaxEApS7LFRsl/v1/bd163bl-hub-catalan-sheepdog-adult-standing?w=320&fm=jpg&auto=compress,"Como nativos de los Pirineos españoles, los perros pastores catalanes han colonizado todo el campo catalán. Su tamaño mediano, bonito pelaje, inteligencia y gran lealtad los convierte en perros de compañía ideales. Los perros pastores catalanes son excelentes para conducir rebaños debido a su capacidad de seguir las indicaciones del pastor. Su gran valentía y coraje los hace igualmente ideales como perros de guardia. Sutiles, alegres e inteligentes, además de resistentes y agradables, los pastores catalanes son muy devotos de su rebaño y su pastor, pero no se acercan a los extraños. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: España Categoría de tamaño: Mediano Esperanza de vida promedio: 12–14 años Personalidad: Seguro / Seguro / Dócil / Inteligente / Leal / Obediente / Sociable / Fuerte / Trabajador, - Paciente con niños y otros animales - Necesita cuidados moderados - Disfruta del entrenamiento,M (11-25 kg)
