Raza,Foto,Acerca de,Especificidades de la raza,Información clave,Tamaño
Perro de Granja Danés y Sueco,https://cdn.royalcanin-weshare-online.io/G_ouxWoBIYfdNSoCShm_/v1/bd175bl-hub-danish-swedish-farmdog-adult-standing?w=320&fm=jpg&auto=compress,"Esta raza robusta y típicamente escandinava tiene muchas habilidades, por lo que es adecuada para actividades tan diversas como la búsqueda y rescate en zonas afectadas por catástrofes o el pastoreo de ganado. Su morfología recuerda a la de algunos de los Terriers más destacados, como el Jack Russell o el Fox Terrier. El Perro de Granja Danés y Sueco puede realizar tareas tan diversas como custodiar propiedades, cazar ratas o brindar compañía. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Dinamarca Categoría de tamaño: Pequeño Esperanza de vida promedio: 10–15 años Personalidad: Alerta / Cariñoso / Alegre / Afable / Inteligente / Tranquilo / Equilibrado, - Requiere cuidados mínimos - Necesita mucho ejercicio,S (5-10 kg)
Pinscher miniatura,https://cdn.royalcanin-weshare-online.io/GyIpx2oBaxEApS7LnRyi/v1/bd86bl-hub-miniature-pinscher-adult-standing?w=320&fm=jpg&auto=compress,"Los pinschers miniatura son una versión más pequeña de los pinschers alemanes pero no presentan ningún signo de enanismo. Estos perros elegantes y de pelo liso son intrépidos y animados, y muestran poca conciencia de su pequeño tamaño. Estos perros desarrollan fuertes vínculos con sus propietarios y se habitúan fácilmente a hogares de personas solteras, parejas o familias con niños mayores. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Alemania Categoría de tamaño: Pequeño Esperanza de vida promedio: 10–14 años Personalidad: Alegre / Entusiasta / Seguro / Equilibrado, - Un gran perro para una familia - Jardín no esencial - Requiere mucho entrenamiento,S (5-10 kg)
Podenco portugués,https://www.royalcanin.com/es/-/media/dog_cat_illustrations_grey-01.png?rev=af74c8185dca48b89bb905ba394b8eaa&w=320&fm=jpg&auto=compress,"El podenco portugués es un perro de tamaño mediano bien proporcionado, con buenos músculos y huesos fuertes. Siempre en movimiento, estos perritos alegres son resistentes y poco exigentes. Se crían para trabajar en cualquier tipo de terreno, aunque también son excelentes perros guardianes. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Portugal Categoría de tamaño: Pequeño Esperanza de vida promedio: 12–14 años Personalidad: Alegre / Inteligente / Alerta, - Requiere cuidados mínimos - Un gran perro para una familia - Necesita mucho ejercicio físico y mental,S (5-10 kg)
Pumi,https://cdn.royalcanin-weshare-online.io/JCItx2oBaxEApS7LrxxB/v1/bd97bl-hub-pumi-adult-standing?w=320&fm=jpg&auto=compress,"Los pumis son perros de pastoreo alegres que se parecen a los terriers. Son perros excelentes de familia sin ninguna dificultad para adaptarse a la vida en el interior, aunque necesitan mucho ejercicio.  Dicho esto, son perfectos como perros de compañía o perros deportivos. Son ágiles, atrevidos e inteligentes y tienen una energía ilimitada para la diversión. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Hungría Categoría de tamaño: Pequeño Esperanza de vida promedio: 12–14 años Personalidad: Afable / Leal / Sociable, - Un gran perro para una familia - Requiere muchos cuidados - Necesita mucho ejercicio,S (5-10 kg)
Ratonero Holandés,https://www.royalcanin.com/es/-/media/dog_cat_illustrations_grey-01.png?rev=af74c8185dca48b89bb905ba394b8eaa&w=320&fm=jpg&auto=compress,"Aunque no se conoce con certeza el origen del Ratonero Holandés, se cree que el Schnauzer amarillo fue una de las razas que se utilizaron en el cruce. Un comerciante de perros de Ámsterdam los vendía como ""perros de establo para caballeros"". Pronto empezaron a llamarlos ""smous"", que en holandés significa 'de barba gruesa'. El Ratonero Holandés es cariñoso, alegre y muy seguro de sí mismo. No es ni demasiado ansioso ni hiperactivo, y no tiene tendencia a ladrar, por lo que es un muy buen perro de familia. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Países Bajos Categoría de tamaño: Pequeño Esperanza de vida promedio: 12–15 años Personalidad: Cariñoso / Alerta / Independiente / Afable / Inteligente / Sensible / Equilibrado, - Un gran perro para una familia - Necesita cuidados moderados - Paciente con niños y otros animales,S (5-10 kg)
Schipperke,https://cdn.royalcanin-weshare-online.io/Pvovx2oBIYfdNSoCQxnX/v5/bd102bl-hub-schipperke-adult-standing?w=320&fm=jpg&auto=compress,"Los Schipperkes son pequeños perros pastores con una constitución compacta. Su pelaje es muy distintivo, con el pelo liso formando crines y volantes. Sus rasgos finos, junto con su curiosidad de perro pastor y su tamaño, explican su gran popularidad más allá de Bélgica.  Estos excepcionales perros demuestran un gran afecto por sus familias, pero pueden ser distantes con los extraños, lo que los convierte en populares perros guardianes. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Bélgica Categoría de tamaño: Pequeño Esperanza de vida promedio: 13–15 años Personalidad: Alegre / Ágil / Alerta / Protector / Dócil, - Un gran perro guardián - Necesita cuidados moderados - Dócil con los niños,S (5-10 kg)
Schnauzer miniatura,https://cdn.royalcanin-weshare-online.io/L_opx2oBIYfdNSoCzhku/v1/bd87bl-hub-miniature-schnauzer-adult-standing?w=320&fm=jpg&auto=compress,"Un schnauzer de pies a cabeza, con el temperamento y comportamiento de un pequeño perro. Su inteligencia, resistencia y afán de protección hacen de los schnauzers miniatura unos excelentes animales de compañía, pacientes con los niños y los otros animales de la casa. Su capacidad de adaptación hace que se adapte fácilmente a una nueva familia y a la vida en un apartamento. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Alemania Categoría de tamaño: Pequeño Esperanza de vida promedio: 12–15 años Personalidad: Obstinado / Inteligente / Seguro / Alerta / Equilibrado, - Un gran perro para una familia - Un gran perro guardián - Jardín no esencial,S (5-10 kg)
Shiba inu,https://cdn.royalcanin-weshare-online.io/PSI8x2oBaxEApS7LJRwA/v1/bd119bl-hub-shiba-adult-standing?w=320&fm=jpg&auto=compress,"Los shiba inus son perros leales, atentos y siempre alerta que alternan entre períodos de tranquilidad y de una mayor actividad. A pesar de ser independientes, son muy buenos perros de familia. Su hábitat natural era la región montañosa situada frente al mar de Japón, donde se utilizaban para cazar pequeños animales y aves. De ahí que los shiba inus tengan un fuerte instinto de caza. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Japón Categoría de tamaño: Pequeño Esperanza de vida promedio: 12–15 años Personalidad: Alegre / Cariñoso / Leal / Alerta, - Un gran perro para una familia - Requiere mucho entrenamiento - Necesita cuidados moderados,S (5-10 kg)
Shih tzu,https://cdn.royalcanin-weshare-online.io/lfqvHGsBIYfdNSoCjxqE/v1/bd7bl-hub-shih-tzu-adult-standing?w=320&fm=jpg&auto=compress,"Este perrito inteligente, activo y alegre prospera en compañía del hombre, aunque también le gusta conservar un poco de independencia.  Si se le educa y socializa correctamente desde una edad temprana, el shih tzu es una mascota familiar encantadora y y le encanta jugar con los niños. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: China Categoría de tamaño: Pequeño Esperanza de vida promedio: 11–16 años Personalidad: Inteligente / Alegre / Alerta / Afable / Independiente, - Requiere muchos cuidados - Dificultades en clima cálido - Necesita poco ejercicio,S (5-10 kg)
Skye terrier,https://cdn.royalcanin-weshare-online.io/uGnmsmoBG95Xk-RBofbs/v1/bd296bl-hub-skye-terrier-adult-standing?w=320&fm=jpg&auto=compress,"El skye terrier se distingue de inmediato de sus primos, debido a su baja estatura, el doble de largo que alto, y su abundante pelaje Se mueve sin esfuerzo aparente y exuda fuerza por sus cuartos delanteros y traseros, el cuerpo y las mandíbulas. El skye terrier es un perro robusto y tenaz que establece fuertes vínculos con sus dueños. Dicho esto, es desconfiado por naturaleza ante personas nuevas y tiene poca paciencia con los niños pequeños. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Reino Unido Categoría de tamaño: Pequeño Esperanza de vida promedio: 12–14 años Personalidad: Leal / Tímido, - Requiere muchos cuidados - Necesita un entrenamiento moderado - Jardín no esencial,S (5-10 kg)
Spaniel tibetano,https://cdn.royalcanin-weshare-online.io/6vrSAmkBIYfdNSoCqwpt/v1/bd319bl-tibetan-spaniel-adult-sitting?w=320&fm=jpg&auto=compress,"Los Spaniels tibetanos son pequeños pero en general bien equilibrados. Si observas cómo se comportan estos pequeños perros, se te vendrán a la mente tres animales distintos: mono, perro y gato. Estos simpáticos personajes son elegantes y extremadamente ágiles. También gozan de reputación como excelentes guardianes, que duermen con un ojo abierto para asegurarse de no perderse nunca nada. Teniendo en cuenta que vienen del ""techo del mundo"", tal vez no sea tan sorprendente que el Spaniel tibetano sea un espécimen tan saludable, con una esperanza de vida muy por encima de la media, a menudo de hasta 15 años. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Tibét Categoría de tamaño: Pequeño Esperanza de vida promedio: 12–15 años Personalidad: Alegre / Alerta / Equilibrado / Afable / Seguro / Inteligente / Tímido / Leal / Independiente, - Requiere muchos cuidados - Jardín no esencial - Necesita poco entrenamiento,S (5-10 kg)
Spitz japonés,https://cdn.royalcanin-weshare-online.io/mmnSsmoBG95Xk-RBS_aQ/v1/bd230bl-hub-japanese-spitz-adult-standing?w=320&fm=jpg&auto=compress,"Este es el único perro de tipo Spitz criado exclusivamente para compañía, aunque los Spitz fueron en sus inicios en Japón formidables perros de trabajo . Estos perros, de constitución sólida y bien proporcionados, tienen un pelaje abundante de color blanco puro, hocico puntiagudo, orejas triangulares y de oído fino y cola de pelo largo y abundante. Su espíritu y su dignidad se expresan a través de su belleza armoniosa y elegante. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Japón Categoría de tamaño: Pequeño Esperanza de vida promedio: 10–16 años Personalidad: Equilibrado / Tranquilo / Inteligente / Afable / Entusiasta / Tranquilo, - Necesita mucho ejercicio - Requiere muchos cuidados - Un gran perro guardián,S (5-10 kg)
Teckel,https://cdn.royalcanin-weshare-online.io/xWmmHGsBG95Xk-RBlvjU/v1/bd4bl-hub-dachshund-adult-standing?w=320&fm=jpg&auto=compress,"Hay nueve variedades distintas de Teckel, cada una con diferentes tamaños y tipos de pelaje. A pesar de tener patas cortas, son muy activos, pero sus necesidades de ejercicio físico pueden cumplirse fácilmente. Esto permite que la raza se adapte bien a la vida de la ciudad o a un espacio reducido. En general, se cree que los Teckels desarrollan distintos temperamentos en función del tipo de pelaje que tengan, así que asegúrate de saber qué tipo de Teckel se adaptará mejor a tu situación. Se piensa que los Teckels de pelo largo son mucho más tranquilos que sus homólogos de pelo corto y duro. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Alemania Categoría de tamaño: Pequeño Esperanza de vida promedio: 12–14 años Personalidad: Afable / Equilibrado / Seguro / Entusiasta / Alegre, - Un gran perro para una familia - Requiere mucho entrenamiento - Adecuado para casas pequeñas,S (5-10 kg)
Terrier Australiano,https://cdn.royalcanin-weshare-online.io/-iLMxWoBaxEApS7LjxuS/v5/bd132bl-hub-australian-terrier-adult-sitting?w=320&fm=jpg&auto=compress,"El Terrier Australiano es, básicamente, un perro de trabajo, pero también son lo suficientemente leales y equilibrados para ser excelentes compañeros. Este perro robusto y bajo es más largo que alto. Alegre, activo y de buena constitución, exhibe un temperamento típico de terrier. Su pelaje áspero y más largo forma un collar claro alrededor del cuello, que se extiende hasta el esternón. La cabeza larga y fuerte contribuye para conferirle un aspecto rústico y resistente. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Australia Categoría de tamaño: Pequeño Esperanza de vida promedio: 12–15 años Personalidad: Leal / Equilibrado, - Requiere espacio exterior - Necesita cuidados moderados - Un gran perro para una familia,S (5-10 kg)
Terrier Brasileño,https://cdn.royalcanin-weshare-online.io/ESLWxWoBaxEApS7LJxwN/v1/bd157bl-hub-brazilian-terrier-adult-standing?w=320&fm=jpg&auto=compress,"Inquietos, alegres, activos y alerta, estos pequeños terriers son animales afables que se llevan bien con sus amigos. Son una de las dos razas brasileñas reconocidas a nivel internacional, junto con los Filas. En cuánto a su caracter, algunos son similares a los Jack Russell. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Brasil Categoría de tamaño: Pequeño Esperanza de vida promedio: 12–14 años, - La educación deberá comenzar pronto - Un gran perro para una familia - Necesita mucho ejercicio,S (5-10 kg)
Terrier checo,https://cdn.royalcanin-weshare-online.io/1SImxWoBaxEApS7LUBu9/v1/bd165bl-hub-cesky-terrier-adult-standing?w=320&fm=jpg&auto=compress,"František Horák, originario de cerca de Praga, estableció las características de la raza en 1949 y los terriers checos aparecieron por primera vez bajo su nombre diez años después. La FCI reconoció la raza en 1963. Hoy en día, los terriers checos, inicialmente utilizados para cazar zorros y tejones, son principalmente animales de compañía. Musculosos y de buena constitución pero nada antagónicos, estos perros especialmente tranquilos, agradables y alegres son algo tímidos con los extraños. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: República Checa Categoría de tamaño: Pequeño Esperanza de vida promedio: 12–15 años Personalidad: Alegre / Cariñoso / Afable / Seguro / Dócil / Fuerte / Inteligente / Leal / Tranquilo / Sociable, - Requiere muchos cuidados - Disfruta del entrenamiento - Necesita mucha interacción con el hombre.,S (5-10 kg)
Terrier de Manchester,https://cdn.royalcanin-weshare-online.io/p2nZsmoBG95Xk-RBFfYO/v3/bd246bl-hub-manchester-terrier-adult-standing?w=320&fm=jpg&auto=compress,"A diferencia de otros terrier, el de Manchester se crio para un entorno urbano. Aunque es un excelente cazador, el terrier de Manchester, dado su amor por la persecución, es especialmente adecuado para los entrenamientos de agilidad. El terrier de Manchester rebosa personalidad, y a menudo se considera uno de los terrier con mejores modales. Su lealtad e inteligencia lo convierten en excelentes compañeros y expertos perros guardianes. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Reino Unido Categoría de tamaño: Pequeño Esperanza de vida promedio: 14–16 años Personalidad: Entusiasta / Alerta / Afable / Alegre / Leal, - Un gran perro guardián - Jardín no esencial - Requiere cuidados mínimos,S (5-10 kg)
Terrier de Norfolk,https://cdn.royalcanin-weshare-online.io/HCIqx2oBaxEApS7LSRzA/v1/bd88bl-hub-norfolk-terrier-adult-standing?w=320&fm=jpg&auto=compress,"De baja altura a la cruz, compacto y robusto, el de Norfolk es uno de los Terriers más pequeños que existen, pero aún así, es muy vigoroso. Se trata de un perro muy cariñoso y leal al que le gusta acurrucarse al lado de su dueño,  lo cual no quiere decir que le guste estar sobre su regazo. El Terrier de Norfolk es muy activo y le encanta embarcarse en nuevas aventuras. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Reino Unido Categoría de tamaño: Pequeño Esperanza de vida promedio: 12–15 años Personalidad: Cariñoso / Fuerte / Alerta / Seguro / Entusiasta, - Necesita cuidados moderados - Necesita poco ejercicio - Jardín no esencial,S (5-10 kg)
Terrier de Norwich,https://cdn.royalcanin-weshare-online.io/rWnbsmoBG95Xk-RB7fbO/v1/bd255bl-hub-norwich-terrier-adult-standing?w=320&fm=jpg&auto=compress,"Con una energía rebosante, el Terrier de Norwich es un perro pequeño. resistente, intrépido y muy alegre. A pesar de su reducido tamaño, es sólido y robusto. Por su carácter incansable y su predisposición al juego, puede ser un estupendo animal de compañía para cualquier familia. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Reino Unido Categoría de tamaño: Pequeño Esperanza de vida promedio: 12–15 años Personalidad: Entusiasta / Cariñoso / Alegre / Fuerte / Afable / Seguro, - Necesita cuidados moderados - Un gran perro para una familia - Necesita mucho ejercicio físico y mental,S (5-10 kg)
Terrier de Sealyham,https://cdn.royalcanin-weshare-online.io/m_rnsmoBIYfdNSoC5RgK/v1/bd292bl-hub-sealyham-terrier-adult-standing?w=320&fm=jpg&auto=compress,"Fuertes y juguetones, con muchas ganas de trabajar, los Terrier de Sealyham son intrépidos y siempre están alerta, pero también son especialmente simpáticos. Menos activo que otros terriers, el Sealyham se adapta perfectamente a la vida en casas o apartamentos pequeños. Estos perros están siempre de buen humor y son juguetones por naturaleza, lo que los hace especialmente atractivos para las familias. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Reino Unido Categoría de tamaño: Pequeño Esperanza de vida promedio: 12–14 años Personalidad: Alegre / Equilibrado / Juguetón / Alerta / Seguro / Afable, - Adecuado para propietarios primerizos - Un gran perro para una familia - Necesita cuidados moderados,S (5-10 kg)
Terrier escocés,https://cdn.royalcanin-weshare-online.io/KSIvx2oBaxEApS7LnhyD/v1/bd103bl-hub-scottish-terrier-adult-standing?w=320&fm=jpg&auto=compress,"Aunque el terrier escocés es reconocible por su perfil característico, su carácter despierto y alegre y su actitud confiada son también distintivas.  El terrier escocés es un perro trabajador con un gran empuje por perseguir sus presas. Este perro de carácter despierto por naturaleza y reservado con los extraños, lo convierte en un perro guardián excelente. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Reino Unido Categoría de tamaño: Pequeño Esperanza de vida promedio: 11–13 años Personalidad: Leal / Independiente / Tímido / Inteligente / Seguro / Ágil, - Requiere muchos cuidados - Jardín no esencial - Necesita un entrenamiento moderado,S (5-10 kg)
Terrier japonés,https://cdn.royalcanin-weshare-online.io/hfrTsmoBIYfdNSoCwxjI/v3/bd231bl-hub-japanese-terrier-adult-standing?w=320&fm=jpg&auto=compress,"El terrier japonés es un perro animado y alegre con una inteligencia destacada. Las dos principales cualidades de esta raza son la capacidad de adaptación y el gran afecto que manifiestan. Se trata de un perro de tamaño pequeño, inteligente y una figura clara y compacta. El pelaje es muy corto, de unos 2 mm de longitud. Estos perros son sensibles y no demasiado ruidosos y aprecian la compañía de niños y adultos. Es fácil entender por qué son tan apreciados por las familias japonesas. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Japón Categoría de tamaño: Pequeño Esperanza de vida promedio: 9–12 años Personalidad: Alerta / Afable / Alegre, - Requiere cuidados mínimos - Necesita ejercicio moderado,S (5-10 kg)
Vallhund sueco,https://cdn.royalcanin-weshare-online.io/a_rGsmoBIYfdNSoCUxir/v1/bd314bl-hub-swedish-vallhund-vizigothic-spitz-adult-standing?w=320&fm=jpg&auto=compress,"Los Vallhunds suecos son perros de caza apreciados por su energía y ser adecuados para vigilancia. Estos pequeños y poderosos cánidos tienen reaccionan de forma enérgica y no conocen el miedo. En su país natal, son considerados tenaces, leales y extremadamente afables, lo que los convierte en excelentes compañeros para sus familias. A pesar de su pequeña estatura, estos perros son muy enérgicos y se adaptan mejor a familias con jardines o acceso al exterior. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Suecia Categoría de tamaño: Pequeño Esperanza de vida promedio: 12–14 años Personalidad: Alerta / Alegre / Seguro, - Necesita cuidados moderados - Un gran perro para una familia - Necesita mucho ejercicio,S (5-10 kg)
Volpino Italiano,https://cdn.royalcanin-weshare-online.io/e2nEsmoBG95Xk-RBzfZT/v3/bd321bl-hub-italian-volpino-adult-standing?w=320&fm=jpg&auto=compress,"Los Volpinos Italianos son perros alegres y juguetones con un carácter particular, que se encariñan con su familia y su espacio. Se han criado en Italia desde tiempos inmemoriales, y eran muy queridos tanto en palacios como en casas humildes, por su instinto guardián y vigilancia. Probablemente, por lo que más se les conoce es por ser la raza preferida de Miguel Ángel. En el siglo XVIII, acompañaban a los carreteros de la Toscana y del Lacio (Italia), y ladraban en cuanto se acercaba algún extraño. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Italia Categoría de tamaño: Pequeño Esperanza de vida promedio: 14–16 años Personalidad: Cariñoso / Seguro / Alerta / Juguetón / Alegre, - Requiere muchos cuidados - Adecuado para casas pequeñas - Un gran perro para una familia,S (5-10 kg)
Welsh Terrier,https://cdn.royalcanin-weshare-online.io/Rvo1x2oBIYfdNSoCkRlw/v1/bd115bl-hub-welsh-terrier-adult-standing?w=320&fm=jpg&auto=compress,"En su tierra natal, los Welsh Terrier son considerados miembros de una de las razas más antiguas de terriers. Estos perros de trabajo tienen un gran potencial en muchas disciplinas diferentes, incluida la caza, el cobro y el acoso del tejón para sacarlo de su cubil. Necesitan firmeza en el hogar, ya que suelen ser tercos. Los Welsh Terrier es un perro de constitución compacta, figura cuadrada, gran musculatura y fuerza. En general, son perros de trabajo, aunque también son conocidos por ser unos animales de compañía educados y afables. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Reino Unido Categoría de tamaño: Pequeño Esperanza de vida promedio: 12–15 años Personalidad: Inteligente / Equilibrado / Cariñoso / Obediente / Afable / Seguro, - Necesita mucho ejercicio - Dócil con los niños - Requiere muchos cuidados,S (5-10 kg)
West Highland white terrier,https://cdn.royalcanin-weshare-online.io/OiI6x2oBaxEApS7LCxyg/v1/bd116bl-hub-west-highland-white-terrier-adult-standing?w=320&fm=jpg&auto=compress,"Los West Highland white terriers, pequeños, fuertes y activos, muestran una gran confianza y tienen una mirada pícara. Estos perros, verdaderos terrier sin duda alguna, son pensadores independientes, pero su lealtad e inteligencia los han hecho muy populares entre las familias. Los West Highland white terriers son pequeños perros de complexión fuerte, que muestran una increíble fortaleza y actividad Son auténticos terriers de trabajo, criados para cazar ratas, y no hay nada que les haga más felices que les encomienden una tarea. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Escocia Categoría de tamaño: Pequeño Esperanza de vida promedio: 12–14 años Personalidad: Alegre / Juguetón / Fuerte / Seguro / Alerta / Afable / Independiente, - Necesita un entrenamiento moderado - Requiere muchos cuidados - Jardín no esencial,S (5-10 kg)
Whippet,https://cdn.royalcanin-weshare-online.io/Sfo6x2oBIYfdNSoCaRkl/v1/bd117bl-hub-whippet-adult-standing?w=320&fm=jpg&auto=compress,"Los whippets son felices en cualquier lugar. Les encanta la pista de carreras aunque también la vida hogareña. Estos perros dóciles, cariñosos y equilibrados son compañeros ideales y grandes atletas. Los whippets, ahora la raza más popular de los lebreles, fueron conocidos un tiempo como pequeños greyhounds. A pesar de su delicada apariencia, los whippets son perros fuertes y resistentes y tienen mucha energía. Fuente: Datos y características aportados por la Fédération Cynologique Internationale (FCI)",País: Reino Unido Categoría de tamaño: Pequeño Esperanza de vida promedio: 12–15 años Personalidad: Adaptable / Alegre / Dócil / Cariñoso / Equilibrado, - Dócil con los niños - Gran compañero - Necesita cuidados moderados,S (5-10 kg)
